age,balance,duration,job,marital,education,default,housing,loan,contact
34,1906,68,4,1,2,0,1,0,0
34,-319,134,1,1,0,0,1,1,0
36,-296,113,4,1,2,0,1,0,0
40,169,43,9,1,1,0,1,0,0
37,556,200,6,2,2,0,0,0,2
65,300,245,5,0,3,0,0,0,0
53,751,343,9,0,1,0,1,0,2
28,126,229,9,2,1,0,0,0,0
33,-386,530,9,0,2,0,1,0,2
56,379,58,1,1,0,0,0,0,0
45,706,78,6,1,1,0,0,0,0
39,9121,147,9,1,1,0,0,0,2
28,1466,40,4,2,2,0,1,0,0
36,0,618,1,1,0,0,1,0,0
41,951,23,1,1,0,0,1,0,0
46,368,293,0,1,1,0,0,0,0
41,121,16,1,1,1,0,1,0,0
59,204,286,7,1,1,0,0,0,0
24,299,209,0,1,1,0,1,0,0
34,4170,935,4,1,2,0,1,0,2
40,-335,260,1,1,0,0,1,0,2
42,3165,298,0,1,1,0,1,0,2
50,254,397,7,1,1,0,1,0,0
25,553,113,4,2,2,0,1,0,0
51,518,76,7,0,1,0,1,0,1
50,85,141,4,1,2,0,0,1,0
37,603,773,1,1,3,0,1,0,2
21,361,329,7,2,1,0,0,0,1
52,-98,423,1,1,1,0,1,0,2
55,4424,67,5,1,0,0,0,0,0
26,2610,626,9,2,1,0,1,1,2
38,3234,578,9,1,2,0,0,0,0
32,687,61,1,1,1,0,1,0,2
31,631,248,1,1,1,0,1,0,2
34,341,136,9,2,1,0,0,1,0
33,316,126,9,2,2,0,0,0,0
35,2,653,9,1,1,0,0,0,1
44,415,7,4,1,3,0,1,0,1
48,507,528,4,0,2,0,1,0,0
29,912,785,1,1,1,0,1,0,0
50,0,243,4,1,2,0,0,0,0
37,37,24,1,1,0,0,1,0,0
44,2524,82,0,2,1,0,0,0,2
36,9019,952,10,2,2,0,1,0,2
49,39,27,1,0,3,0,1,0,0
31,0,143,1,1,1,0,1,0,2
49,265,274,9,0,1,0,1,0,2
35,0,1174,1,2,1,0,1,0,0
57,4012,915,0,0,3,0,0,0,0
42,1520,115,1,1,0,0,1,0,0
36,-140,222,1,0,1,0,1,0,2
75,852,341,5,0,0,0,0,0,0
38,578,112,1,2,1,0,1,0,2
40,0,64,1,1,0,1,1,0,2
38,2253,937,7,2,1,0,1,0,0
34,1171,129,4,2,2,0,1,0,0
29,452,59,9,2,2,0,1,0,0
28,-97,79,0,1,1,0,1,0,0
79,4738,151,5,1,1,0,0,0,1
51,467,83,0,0,1,0,1,0,2
32,0,101,8,2,2,0,0,0,0
36,495,157,4,1,2,0,0,0,0
38,157,57,2,1,1,0,0,1,0
49,358,176,6,1,1,0,1,1,2
42,292,222,7,1,1,0,1,0,0
43,7343,217,1,1,0,0,1,0,2
34,-563,252,1,1,1,0,1,0,2
59,351,1063,5,2,1,0,1,0,2
35,365,41,11,1,0,0,0,0,0
33,13494,27,1,2,1,0,1,0,2
34,846,758,0,2,1,0,1,0,0
64,1574,301,5,1,1,0,0,0,1
34,-28,574,2,1,2,0,1,0,0
77,0,847,5,1,2,0,0,0,0
57,2927,78,5,1,0,0,0,1,1
30,501,514,1,1,1,0,1,1,2
56,1238,1558,3,0,0,1,0,0,2
49,301,789,11,1,3,0,0,0,0
73,1388,146,5,1,0,0,0,0,0
39,102,272,9,2,1,0,1,0,0
57,13,323,9,0,0,0,1,0,0
32,413,712,6,1,1,0,1,0,0
32,4665,860,9,2,2,0,1,0,2
45,638,75,0,1,1,0,1,0,0
32,101,191,1,1,1,0,1,0,2
31,1224,1441,4,1,2,0,1,1,0
49,1103,428,6,1,1,0,0,0,0
29,3748,322,7,1,1,0,0,0,0
55,955,104,9,1,1,0,1,0,0
30,518,127,0,1,1,0,1,0,0
45,1893,1259,7,2,0,0,1,0,2
39,14,114,9,1,2,0,0,0,0
36,-423,106,0,1,1,0,1,1,2
33,3696,305,4,1,2,0,0,0,0
36,2987,307,4,1,2,0,1,0,0
31,433,1504,9,2,1,0,0,0,0
36,756,396,9,1,3,0,0,0,0
38,0,71,9,2,2,0,1,0,0
33,2727,205,11,1,1,0,0,0,0
40,93,134,9,1,1,0,1,0,2
31,1766,166,1,1,1,0,0,1,0
39,124,81,7,1,1,0,1,0,0
33,69,77,0,1,2,0,0,1,0
53,0,80,7,0,1,0,0,0,0
38,0,537,4,1,2,0,1,0,0
59,259,415,9,1,1,0,0,0,0
55,4103,291,1,1,0,0,0,0,0
38,744,283,9,2,2,0,1,0,0
48,116,70,7,1,1,0,1,0,1
53,70,611,1,1,1,0,1,0,2
44,432,132,0,0,1,0,0,0,0
57,1172,26,4,1,2,0,0,0,2
29,9,262,1,2,1,0,1,0,0
31,428,272,7,1,1,0,1,0,2
35,7546,137,9,2,2,0,1,0,0
31,620,95,1,1,0,0,0,0,0
35,8647,140,6,1,2,0,0,0,0
40,192,71,4,2,1,0,1,0,2
39,0,502,1,1,1,0,1,0,0
43,27733,164,9,2,2,0,1,0,2
44,276,219,2,1,0,0,1,1,2
29,113,328,9,2,1,0,0,0,0
40,782,224,9,1,1,0,1,0,2
33,82,63,2,1,0,0,1,0,0
46,1008,24,4,1,2,0,0,0,0
27,6421,147,11,2,2,0,0,0,1
26,443,84,0,2,1,0,0,0,0
41,351,175,9,1,1,0,1,0,0
34,5060,12,9,1,2,0,1,0,0
39,-41,40,9,2,2,0,0,1,0
27,-124,217,7,2,1,0,0,0,0
31,79,235,1,1,1,0,1,1,0
44,3945,255,10,2,1,0,0,0,0
55,197,256,5,1,2,0,0,1,0
51,837,41,1,0,0,0,0,0,1
50,-94,75,4,1,2,0,0,1,2
30,1743,192,7,1,1,0,1,0,0
46,57,796,9,1,1,0,0,0,2
49,635,220,0,1,1,0,0,0,0
56,-113,614,5,1,1,0,1,1,0
47,225,1126,0,0,1,0,0,0,0
30,124,161,0,1,1,0,0,0,1
36,475,141,2,2,1,0,0,0,0
40,-7,697,4,1,2,0,0,1,1
37,375,223,9,2,1,1,0,0,2
42,936,931,0,0,1,0,0,0,0
45,1415,483,9,1,1,0,1,0,0
34,0,63,10,2,1,0,0,0,0
27,3638,271,0,2,1,0,0,0,0
30,-99,144,1,1,1,0,1,0,0
32,167,79,9,1,1,0,1,1,0
46,19,171,3,1,0,0,1,0,1
29,242,73,6,1,2,0,1,0,0
53,13,69,11,1,3,0,0,0,1
32,286,60,9,1,1,0,0,0,0
49,769,257,10,1,1,0,1,0,2
35,93,198,4,1,2,0,0,0,0
38,1663,217,1,1,1,0,1,0,0
39,238,134,2,1,0,0,1,1,0
34,2178,41,9,2,1,0,1,0,0
42,792,611,1,1,0,0,1,1,0
35,871,216,1,2,3,0,1,0,2
60,1025,388,0,1,1,0,0,0,0
57,63,242,9,0,1,0,1,0,2
31,16,387,1,2,1,0,0,0,0
29,417,90,4,2,1,0,0,0,0
41,3992,281,7,1,1,0,1,0,1
46,2749,332,1,1,0,0,1,0,0
33,133,218,9,1,1,0,0,0,0
32,1721,650,1,2,1,0,1,0,2
54,2171,1034,4,0,2,0,1,1,1
37,4760,182,7,1,1,0,1,0,0
32,2979,156,9,2,1,0,0,0,0
43,690,171,4,1,2,0,1,0,0
50,203,265,1,0,1,0,1,0,1
34,322,10,1,1,1,0,1,0,0
31,1210,350,0,0,1,0,0,0,0
43,634,65,6,1,1,0,1,0,0
49,273,58,2,1,1,0,0,0,0
22,47,69,8,2,3,0,0,0,0
35,1100,127,4,1,2,0,0,1,0
56,0,154,0,1,1,0,1,0,1
53,0,36,1,1,1,0,0,0,1
54,1544,85,2,1,2,0,0,1,0
32,6145,362,7,2,3,0,1,0,0
41,28,49,6,1,1,0,1,0,0
40,1012,410,1,1,1,0,1,0,0
33,245,253,1,1,0,0,1,1,0
33,1998,570,4,2,2,0,0,0,0
34,3990,633,1,1,1,0,1,0,0
36,1328,82,7,1,1,0,1,0,2
34,412,164,2,1,2,0,1,1,0
55,229,175,4,1,0,0,0,1,2
28,1562,659,8,2,2,0,0,0,0
29,3432,139,0,2,1,0,1,0,0
31,144,43,0,2,1,0,1,0,2
52,1339,343,4,1,2,0,1,0,0
54,386,74,7,1,3,0,0,1,0
43,7727,302,1,1,0,0,1,0,2
55,204,455,2,1,1,0,0,0,0
28,101,126,1,0,3,0,1,0,2
45,728,107,10,0,1,0,1,1,0
45,2418,120,2,1,0,0,1,0,2
51,2934,727,4,1,2,0,1,0,0
42,0,275,9,2,1,0,1,0,2
43,181,41,11,2,3,0,0,0,1
34,176,61,4,1,2,0,0,0,0
36,49,232,1,1,0,0,1,0,0
37,2023,214,1,1,1,0,1,0,0
50,372,21,1,1,1,0,1,0,1
42,7702,138,4,0,3,0,0,0,0
34,464,173,1,2,0,0,1,0,0
48,117,635,4,1,1,0,1,0,0
47,104,77,0,1,1,0,1,1,0
40,1041,73,4,1,2,0,1,0,2
37,539,540,4,1,2,0,0,0,0
38,0,179,1,1,0,0,1,0,2
29,406,119,9,2,2,0,1,0,0
46,2558,107,1,1,0,0,1,0,1
26,484,48,1,1,1,0,1,0,2
30,3516,447,7,2,2,0,1,0,2
42,5639,430,1,1,1,0,1,0,0
42,100,64,4,2,2,0,0,0,0
31,1306,217,0,2,1,0,1,0,2
37,815,77,4,2,2,0,1,0,0
26,245,16,1,1,1,0,1,0,2
54,191,753,1,1,3,0,0,0,0
70,2815,125,5,1,1,0,0,0,0
29,3672,1210,6,2,1,0,1,1,2
50,1572,185,7,1,1,0,1,0,0
60,385,80,10,0,1,0,1,0,0
32,29,156,9,2,1,0,0,0,0
32,84,403,9,1,1,0,0,1,0
34,876,145,6,2,2,0,1,0,0
48,1499,17,7,2,0,0,1,0,0
25,0,160,8,1,2,0,1,0,0
32,6217,486,4,1,1,0,1,1,0
32,329,321,1,1,0,0,1,0,0
47,162,203,0,0,1,0,1,0,2
32,14533,646,9,1,3,0,0,0,0
49,151,97,4,2,2,0,1,0,0
53,-2,144,7,1,1,0,1,1,0
41,4684,30,1,2,3,0,0,0,2
47,1149,82,4,0,2,0,0,1,0
35,11,326,1,1,0,0,1,0,2
33,8004,414,4,2,1,0,0,0,0
49,1019,285,1,1,0,0,1,0,0
46,1297,716,4,0,2,0,0,0,0
29,415,449,4,0,2,0,1,1,2
58,671,16,6,1,0,0,1,0,2
40,2378,65,0,2,1,0,1,0,2
34,417,138,4,1,2,0,1,0,0
60,71,121,5,1,0,0,0,0,0
43,1188,140,4,1,2,0,0,0,0
50,8139,256,1,1,0,0,1,0,0
33,249,61,1,1,1,0,1,0,0
37,689,367,1,1,0,0,1,0,0
55,203,9,6,1,1,0,1,0,1
45,-183,395,1,2,0,1,0,1,0
47,3451,125,1,1,0,0,0,1,0
58,116,580,9,1,1,0,0,0,2
36,1746,15,7,1,1,0,1,0,0
55,0,119,9,1,1,0,1,0,2
31,897,26,1,1,1,0,1,0,2
38,821,224,9,1,1,0,1,1,0
42,130,285,1,1,1,0,1,0,2
32,1,399,4,0,2,0,1,0,2
39,8,88,1,1,1,0,0,0,0
41,55,185,9,1,1,0,1,0,0
59,699,98,1,1,0,0,0,0,0
42,759,97,10,0,1,0,0,0,0
33,687,72,1,1,1,0,1,0,0
53,4968,109,5,1,1,0,0,0,0
43,1211,208,1,1,0,0,1,0,2
39,426,1029,6,2,2,0,0,0,2
27,376,273,2,2,1,0,1,1,0
39,12,130,4,1,2,0,1,0,2
27,23,590,1,2,1,0,0,0,0
33,353,107,0,1,1,0,1,0,0
29,330,88,7,0,1,0,1,0,2
33,0,305,4,0,2,0,0,0,0
41,353,90,2,1,1,0,0,0,0
38,2273,222,9,2,2,0,1,0,0
30,0,127,4,1,2,0,1,0,0
58,744,38,10,1,2,0,0,0,1
37,608,380,7,2,1,0,0,0,0
36,356,244,0,0,1,0,1,0,0
45,1291,189,1,1,0,0,1,0,0
23,-306,217,9,2,1,0,1,0,2
53,306,388,1,1,0,0,0,0,0
44,-312,22,1,1,0,0,1,0,2
32,493,289,9,2,1,0,0,0,0
32,71,221,4,1,2,0,1,0,0
38,669,129,0,1,2,0,1,1,0
47,556,147,1,1,0,0,1,0,0
34,84,299,7,2,1,0,1,0,2
52,108,543,7,1,1,0,1,0,2
45,-11,247,0,2,1,0,1,0,0
50,1164,166,1,1,0,0,1,0,2
52,-191,755,1,0,0,0,1,0,2
37,132,336,1,1,1,0,0,0,2
51,2237,619,1,1,1,0,1,0,2
32,4761,159,4,1,2,0,1,0,0
33,-346,29,1,1,1,0,1,1,2
28,655,606,10,1,1,0,1,0,2
66,1048,971,4,1,2,0,1,0,0
31,0,231,7,2,1,0,1,0,2
35,624,163,1,1,0,0,1,0,2
47,1784,385,7,2,3,0,0,0,0
36,1281,119,0,2,1,0,0,0,1
32,569,348,9,2,2,0,0,1,0
34,1666,30,1,1,0,0,1,0,2
40,168,249,0,1,1,0,1,0,0
33,263,119,6,1,2,0,0,0,0
39,-405,177,1,1,1,0,1,0,0
38,279,110,6,1,1,0,1,0,2
32,0,594,9,2,1,0,0,0,0
65,300,105,11,1,3,0,0,0,0
34,415,123,10,2,2,0,0,0,0
34,0,172,0,2,0,0,1,1,0
42,1322,178,1,2,0,0,1,1,0
31,1062,230,7,1,1,0,1,1,0
47,302,89,9,1,1,0,1,0,2
44,809,118,9,0,1,0,1,0,2
38,-278,143,3,1,1,0,1,0,0
28,3238,7,4,2,2,0,1,0,2
46,751,104,0,2,1,0,1,0,2
51,-28,220,1,0,0,0,0,1,2
42,0,85,4,0,2,0,0,0,2
37,2442,91,9,2,1,0,0,0,0
58,1798,19,10,1,2,0,1,0,0
43,132,574,0,1,1,0,0,0,0
36,260,49,4,2,2,0,1,0,0
34,7,171,1,1,1,0,1,1,0
31,3283,258,4,2,2,0,0,0,0
49,323,41,9,1,3,0,1,0,0
54,2960,83,4,1,2,0,1,0,0
29,486,95,10,2,1,0,0,0,1
51,343,78,5,0,1,0,1,0,2
40,507,134,10,0,1,0,1,0,0
35,5958,215,4,2,2,0,1,0,0
25,304,226,8,2,1,0,0,0,0
32,118,1275,1,2,1,0,1,0,0
30,123,66,6,1,1,0,0,1,2
38,76,196,4,1,2,0,1,0,0
46,70,229,0,1,1,0,1,0,0
43,960,241,10,1,0,0,1,1,2
32,2185,354,9,2,2,0,0,0,0
29,309,471,1,2,1,0,1,0,0
56,2190,90,1,1,1,0,0,1,0
57,0,58,9,1,0,0,0,0,2
38,3732,379,0,1,1,0,1,0,2
51,1550,12,9,1,0,0,0,0,2
35,62,67,0,2,2,0,0,1,0
37,704,165,1,1,0,0,0,0,2
48,4415,1032,4,1,1,0,1,0,0
30,4,84,1,2,1,1,1,0,2
60,262,393,5,1,1,0,0,0,0
56,238,808,4,1,1,0,1,0,0
45,97,923,1,1,0,0,1,0,2
38,410,63,9,0,1,0,0,0,0
20,1191,274,8,2,1,0,0,0,0
59,-47,84,5,1,0,0,1,0,0
34,197,78,9,1,2,0,0,0,0
36,6,41,1,1,3,0,0,0,2
53,2398,317,0,2,1,0,1,0,0
51,630,138,4,1,2,0,1,0,0
58,235,88,5,1,1,0,0,0,0
48,1910,413,4,1,0,0,1,0,2
56,3172,139,4,1,2,0,1,0,0
51,872,82,1,1,0,0,0,0,0
35,407,12,1,1,1,0,1,0,0
40,100,221,0,2,1,0,1,0,0
59,345,38,3,1,1,0,0,0,2
44,2058,661,4,0,2,0,0,1,0
49,889,388,3,1,0,0,0,0,1
35,0,151,0,1,2,0,1,0,0
41,51,140,4,1,2,0,0,0,0
55,150,124,5,1,0,0,0,0,0
51,34,200,6,1,1,1,0,1,0
27,795,101,7,2,1,0,0,0,0
57,282,261,1,1,0,0,0,1,0
51,2139,176,4,2,2,0,0,0,0
38,-469,209,4,1,2,0,1,0,2
49,197,223,0,1,1,0,1,0,0
40,825,38,9,2,2,0,1,0,0
47,3232,541,3,2,2,0,0,0,1
48,1598,84,4,0,1,0,1,0,2
47,871,602,7,1,2,0,0,0,0
56,83,26,7,1,1,0,0,0,0
29,1445,328,4,2,2,0,0,0,0
38,226,762,9,1,1,0,1,0,2
32,-55,107,4,1,2,0,1,0,0
42,243,46,0,2,1,0,1,0,2
30,-336,128,1,1,0,0,0,0,0
26,3672,360,0,2,2,0,1,0,2
35,0,524,9,1,1,0,1,0,0
35,251,128,9,1,1,0,1,1,2
35,44,310,6,2,2,0,0,0,0
57,2887,819,1,1,1,0,0,0,0
29,1992,202,0,2,1,0,0,0,0
32,2,144,1,2,1,0,0,0,2
45,1415,311,9,1,1,0,1,0,0
51,297,415,4,2,2,0,1,0,0
31,1094,93,9,2,1,0,1,0,2
50,-84,101,6,1,3,0,1,0,2
38,-1,72,1,2,1,0,1,0,2
37,347,282,4,1,2,0,1,0,0
35,1253,210,4,1,2,0,1,0,2
37,4565,369,10,1,3,0,0,0,0
28,781,125,4,2,2,0,0,0,0
38,7124,301,4,1,2,0,0,0,2
43,17555,14,4,1,1,0,0,0,0
43,5172,57,4,1,3,0,1,0,2
56,15520,420,4,1,2,0,0,0,0
32,13711,638,9,2,2,0,1,0,0
58,1533,137,4,0,2,0,0,0,2
47,286,557,4,1,2,0,0,0,0
31,-219,66,1,2,1,0,1,0,2
38,0,206,4,1,2,0,1,0,2
50,810,19,1,1,1,0,1,0,2
32,300,166,1,1,1,0,0,0,0
37,1175,102,7,2,1,0,1,0,0
39,0,46,4,1,2,0,1,0,2
40,113,126,7,1,1,0,1,0,2
41,641,161,1,1,1,0,1,0,2
45,1477,355,9,1,1,0,1,0,0
31,0,40,0,1,1,0,1,0,2
54,8,143,7,1,0,0,1,0,0
39,399,133,0,0,1,0,1,1,0
56,-435,185,0,0,1,1,1,1,2
35,2830,22,0,2,1,0,0,0,2
34,15,184,4,1,1,0,0,0,0
31,125,78,9,2,1,0,0,0,0
38,45,125,9,1,2,0,0,0,0
41,13,189,9,1,2,0,0,0,2
44,0,300,2,1,2,0,1,0,2
49,579,396,1,1,1,0,1,0,2
30,432,340,7,2,1,0,1,0,2
31,1987,55,7,2,1,0,1,0,1
34,857,238,4,1,1,0,1,0,0
70,15834,172,5,1,2,0,0,0,0
45,3370,36,4,1,2,0,0,0,2
31,6290,303,4,1,2,0,0,0,0
57,808,417,0,1,1,0,0,0,0
40,4075,162,7,1,3,0,1,0,2
28,373,10,1,1,1,0,1,0,0
44,-101,99,0,2,1,0,1,0,0
49,3250,32,7,0,1,0,0,0,2
46,1375,308,4,1,2,0,1,0,0
34,180,298,4,1,2,0,0,0,0
58,175,92,9,1,1,0,0,0,0
52,381,288,7,1,1,0,0,1,0
27,2171,130,1,1,1,0,1,0,0
48,340,255,9,1,1,0,1,0,0
33,10,167,9,0,1,1,1,1,0
46,4958,64,0,1,1,0,1,0,0
51,21244,166,3,1,3,0,0,1,0
31,156,657,4,1,2,0,0,0,0
35,473,434,9,0,1,0,1,1,2
37,781,75,0,2,1,0,0,0,0
60,0,40,2,1,0,0,0,0,1
40,1819,398,9,1,1,0,0,0,0
50,4374,163,4,1,2,0,1,0,0
34,456,137,2,1,1,0,1,1,0
32,253,257,9,1,1,0,1,0,2
36,774,231,7,2,1,0,1,0,0
32,-59,192,0,2,2,0,0,1,2
40,-81,186,7,0,1,0,0,1,0
37,0,226,1,1,0,0,1,0,0
57,0,67,4,1,2,0,1,0,0
46,-3,205,4,1,2,0,0,0,0
31,2488,14,1,2,0,0,1,0,0
39,3,488,9,0,2,1,0,0,0
35,839,50,4,1,1,0,1,0,2
32,103,312,1,1,0,0,0,0,0
44,316,163,9,0,1,0,1,0,0
41,1680,76,9,2,1,0,1,0,2
59,7179,150,5,0,0,0,0,0,0
39,247,244,7,1,1,0,1,0,0
54,8295,207,4,1,2,0,0,0,0
27,261,113,7,2,1,0,1,1,0
51,95,1309,6,1,1,0,1,0,0
33,291,72,9,2,1,0,0,0,0
38,2240,551,1,1,0,0,1,0,0
52,0,163,2,1,2,0,0,0,2
54,1295,179,4,0,2,0,1,0,0
33,324,217,1,1,0,0,1,0,0
50,669,88,9,1,1,0,1,0,2
39,4143,21,1,2,1,0,1,1,2
34,2646,142,4,2,2,0,0,0,0
41,618,1056,9,2,1,0,0,0,0
48,541,72,4,0,2,0,1,0,0
38,434,411,7,1,1,0,1,0,2
34,622,145,1,1,1,0,1,0,2
32,0,80,1,1,1,0,1,0,0
48,99,344,4,1,1,0,1,0,2
28,290,128,7,2,1,0,1,0,0
47,1230,412,1,1,1,0,1,0,0
32,45,908,0,2,1,0,1,1,0
32,923,819,0,1,1,0,1,0,0
38,950,210,4,1,2,0,0,0,0
86,1503,165,5,1,1,0,0,0,1
47,65,118,9,1,1,0,0,0,0
42,-679,159,4,1,0,0,1,1,0
44,773,618,4,1,2,0,0,1,0
25,10788,102,8,2,3,0,0,0,0
34,991,89,7,0,1,0,1,0,0
34,247,401,0,1,1,0,0,0,0
53,4143,200,1,1,0,0,0,0,0
42,-406,152,1,1,3,0,1,0,0
30,180,203,1,2,1,0,0,0,0
26,-887,827,1,2,0,0,1,0,0
40,4157,735,7,1,1,0,1,0,2
34,1386,185,9,2,1,0,1,1,2
34,2211,149,7,1,1,0,0,0,2
40,-495,303,4,1,2,0,0,1,0
36,27359,71,4,1,2,0,1,0,2
34,440,445,9,2,1,0,1,0,0
32,135,232,1,2,1,0,1,0,0
39,-735,144,9,1,1,0,1,0,0
36,60,209,9,1,2,0,0,0,0
39,902,691,9,0,1,0,1,0,0
33,18347,415,4,1,3,0,1,0,2
34,-72,273,1,2,1,0,1,0,0
42,1205,376,4,1,2,0,0,0,1
46,499,37,9,1,1,0,1,0,0
32,656,148,4,2,2,0,1,1,0
27,100,57,7,1,1,0,0,0,0
35,69,461,9,0,1,0,1,0,2
53,619,198,9,1,3,0,0,0,2
29,192,327,7,2,1,0,0,0,0
35,0,669,4,2,2,0,0,0,0
49,87,165,4,1,2,0,0,0,0
58,3228,58,4,1,2,0,0,0,0
40,1361,1473,4,2,2,0,0,0,0
19,0,123,8,2,3,0,0,0,0
30,34,289,8,2,2,0,1,0,2
34,318,239,9,2,1,0,0,1,0
60,197,1386,5,1,1,0,0,0,0
28,0,294,8,2,2,0,0,0,0
46,273,910,4,1,2,0,1,0,0
49,15,550,1,0,0,0,1,0,2
59,7813,75,4,0,2,0,1,0,0
44,-27,100,9,2,1,0,1,1,2
33,75,204,9,1,2,0,0,0,0
54,1139,155,5,1,1,0,1,0,0
26,115,46,1,1,1,0,1,0,2
54,0,1366,1,1,1,0,0,0,1
48,7195,609,3,1,0,0,0,0,0
30,-477,1532,7,2,2,0,0,1,0
29,1026,226,4,2,2,0,0,0,0
51,3921,168,2,1,2,0,1,0,0
53,980,352,10,1,0,0,1,0,0
43,-179,335,1,1,1,0,1,0,0
34,2552,74,0,1,2,0,1,1,0
40,1729,85,2,1,2,0,1,0,0
43,434,117,9,1,1,0,1,0,2
33,-300,184,0,2,1,0,1,1,0
66,4785,72,5,1,1,0,0,0,0
44,-329,171,9,0,1,0,1,0,2
33,0,44,7,1,1,0,1,0,1
31,391,336,9,2,1,0,0,0,0
71,4657,93,5,1,0,0,0,0,0
22,3472,332,8,2,0,0,0,0,0
46,705,398,10,2,2,0,0,0,0
32,255,86,7,1,1,0,1,1,2
45,4365,45,1,1,1,0,0,1,0
32,350,110,4,1,1,0,1,0,2
49,474,152,1,1,0,0,1,1,1
27,489,356,9,2,1,0,1,0,0
46,757,382,2,1,1,0,0,0,2
37,695,233,4,2,2,0,0,0,0
30,-770,87,10,2,1,1,1,0,2
44,80,387,6,0,1,0,1,1,2
45,315,103,9,1,1,0,1,0,0
27,213,378,8,2,1,0,0,0,0
57,0,257,3,1,0,0,0,0,2
66,2169,282,4,1,2,0,0,0,0
40,212,176,0,0,1,0,0,0,2
48,333,24,1,1,1,0,1,0,0
33,4404,766,1,2,1,0,1,0,0
42,257,955,7,0,1,0,1,0,0
47,3188,426,10,1,1,0,1,0,0
27,3083,244,9,2,2,0,1,0,2
78,226,136,5,1,2,0,0,0,1
50,1260,172,7,1,0,0,0,0,0
46,1410,93,2,2,2,0,1,0,0
41,6046,300,0,0,1,0,1,1,1
36,980,118,0,2,2,0,0,0,0
49,-37,191,5,1,0,0,0,0,2
46,-154,107,4,0,2,0,1,1,2
77,680,513,5,1,0,0,0,0,1
30,799,91,9,2,2,0,1,1,2
43,-1164,76,4,2,1,1,1,1,0
44,2523,1236,1,1,1,0,1,0,2
40,98,193,1,1,0,0,1,0,2
38,3419,324,1,1,0,0,1,0,2
25,343,377,10,2,2,0,0,0,0
49,852,408,4,1,2,0,1,0,0
33,50,246,1,1,0,0,1,0,0
40,0,58,4,2,2,0,0,0,0
44,10,196,1,1,0,0,1,0,0
32,950,219,1,1,1,0,1,1,0
52,0,197,4,1,2,0,1,0,0
35,175,257,4,1,2,0,1,0,0
35,-259,381,9,1,1,0,1,0,0
32,6217,486,4,1,1,0,1,1,2
42,-1310,162,9,1,1,0,1,1,2
59,139,153,1,1,3,0,0,0,2
44,7138,809,9,2,1,0,0,0,0
50,1111,50,0,0,1,0,1,0,0
27,113,39,1,2,1,0,0,0,0
55,-612,131,4,0,2,0,0,0,0
54,310,526,1,1,3,0,1,0,1
31,-186,172,10,2,1,0,1,0,2
56,2038,405,0,1,3,0,0,0,0
51,833,77,6,1,2,0,0,0,0
61,625,158,1,1,0,0,1,0,2
34,105,146,9,2,1,0,1,0,0
56,551,27,1,1,0,0,0,0,2
29,145,105,8,2,3,0,0,0,0
34,618,119,4,2,2,0,1,0,2
35,1063,327,7,2,1,0,1,1,0
56,985,150,0,0,1,0,0,1,0
45,2926,482,1,1,1,0,1,1,0
31,-449,81,0,2,1,0,1,0,2
37,66,1164,2,0,2,0,0,0,0
43,0,674,0,1,1,0,1,0,0
40,419,347,4,1,3,0,1,0,0
44,4758,712,4,1,0,0,1,0,0
38,-23,48,0,2,1,0,0,0,0
58,1573,279,4,0,2,0,1,1,0
24,77,236,1,2,1,0,1,0,2
53,1378,91,7,1,1,0,1,0,0
36,-73,15,1,1,1,0,1,1,0
28,60,161,1,1,0,0,1,0,0
45,137,187,1,1,0,0,1,1,2
32,1583,100,0,2,2,0,1,0,0
46,-121,214,0,1,1,0,1,1,0
28,1065,406,1,2,1,0,1,1,0
51,-13,361,10,1,1,0,1,0,0
51,1869,30,1,1,0,0,0,0,2
30,4787,99,9,2,1,0,1,0,2
39,-183,202,9,1,1,1,1,0,2
28,702,318,1,1,0,0,1,0,2
31,1494,275,4,2,2,0,0,0,0
31,0,59,1,1,0,0,1,1,2
38,46,70,4,1,2,0,0,0,0
31,609,1126,1,2,1,0,1,0,0
74,4079,343,5,0,1,0,0,0,0
40,0,228,4,2,2,0,1,0,0
43,7876,209,9,1,1,0,1,0,0
34,925,709,9,2,2,0,1,0,0
54,7010,275,4,0,2,0,0,0,0
51,42,51,1,1,0,0,1,0,0
33,285,267,1,1,1,0,0,1,2
41,0,95,9,1,2,0,0,0,2
33,3170,246,4,2,2,0,0,0,0
48,8,46,0,1,1,0,0,1,0
42,216,144,6,0,2,0,1,0,0
35,2975,249,4,2,2,0,0,0,0
25,894,328,0,1,1,0,1,0,2
38,490,17,1,2,0,0,1,1,2
45,245,126,2,1,1,0,1,0,2
59,0,52,4,0,2,0,1,0,0
47,150,52,4,1,3,0,0,0,2
33,4,285,4,1,2,0,1,0,0
59,1727,500,4,1,0,0,0,0,1
41,664,955,1,0,0,0,0,1,0
42,473,216,9,1,1,0,1,0,0
51,0,84,9,0,2,0,0,0,0
45,-192,138,4,1,2,0,1,0,0
30,1942,436,4,1,2,0,1,1,0
33,5137,123,1,2,1,0,1,0,0
43,13044,36,4,1,2,0,0,0,0
37,1053,405,1,1,1,0,0,0,2
73,154,103,5,1,0,0,0,0,0
43,625,175,1,1,1,0,1,0,2
52,255,374,10,1,0,0,0,1,0
44,529,129,4,1,2,0,1,0,2
56,318,246,4,1,2,0,0,1,1
21,1903,107,7,2,1,0,1,0,2
